BAC,NYSE
BK,NYSE
BCS,NYSE
ABX,NYSE
BAS,NYSE
BAX,NYSE
BRK.B,NYSE
BBY,NYSE
BBG,NYSE
BMR,NYSE
BX,NYSE
BA,NYSE
BSX,NYSE
BMY,NYSE
BKW,NYSE
CBS,NYSE
CMS,NYSE
CNX,NYSE
CSX,NYSE
CVS,NYSE
CYS,NYSE
CVC,NYSE
COG,NYSE
CRC,NYSE
CPE,NYSE
CPN,NYSE
CAM,NYSE
CNQ,NYSE
COF,NYSE
CFN,NYSE
CCL,NYSE
CAT,NYSE
CX,NYSE
CVE,NYSE
CNP,NYSE
CTL,NYSE
SCHW,NYSE
CHK,NYSE
CVX,NYSE
CBI,NYSE
CHS,NYSE
CIM,NYSE
CIEN,NYSE
C,NYSE
CFG,NYSE
CLF,NYSE
CLD,NYSE
COH,NYSE
CIE,NYSE
CCE,NYSE
CDE,NYSE
CL,NYSE
CIG,NYSE
SID,NYSE
SBS,NYSE
CRK,NYSE
CAG,NYSE
COP,NYSE
ED,NYSE
CLR,NYSE
GLW,NYSE
COV,NYSE
CCI,NYSE
DHI,NYSE
DDR,NYSE
DHR,NYSE
DAR,NYSE
DF*,NYSE
DE,NYSE
DAL,NYSE
DNR,NYSE
DVN,NYSE
DRH,NYSE
DFS,NYSE
DG,NYSE
D,NYSE
DOW,NYSE
DUK,NYSE
DRE,NYSE
DYN,NYSE
DD,NYSE
EMC,NYSE
ESV,NYSE
EOG,NYSE
EPE,NYSE
XCO,NYSE
ETN,NYSE
EIX,NYSE
EPB,NYSE
EGO,NYSE
LLY,NYSE
EMR,NYSE
ELX,NYSE
ECA,NYSE
EPD,NYSE
EVHC,NYSE
XLS,NYSE
EXC,NYSE
XOM,NYSE
FTI,NYSE
FXCM,NYSE
FCAU,NYSE
FHN,NYSE
FE,NYSE
FL,NYSE
F,NYSE
BEN,NYSE
FCX,NYSE
FSL,NYSE
GPS,NYSE
GE,NYSE
GGP,NYSE
GIS,NYSE
GM,NYSE
GNW,NYSE
GGB,NYSE
GSK,NYSE
GDDY,NYSE
GOL,NYSE
GFI,NYSE
GG,NYSE
GS,NYSE
GDP,NYSE
GPK,NYSE
GES,NYSE
HRB,NYSE
HCA,NYSE
HCP,NYSE
HSBC,NYSE
HK,NYSE
HAL,NYSE
HBI,NYSE
HOG,NYSE
HMY,NYSE
HIG,NYSE
HCN,NYSE
HL,NYSE
HLX,NYSE
HP,NYSE
HLF,NYSE
HTZ,NYSE
HES,NYSE
HPQ,NYSE
HLT,NYSE
HFC,NYSE
HD,NYSE
HON,NYSE
HSP,NYSE
