ATVI,NASDAQ
ADBE,NASDAQ
AMZN,NASDAQ
AMGN,NASDAQ
AAPL,NASDAQ
CHRW,NASDAQ
CA,NASDAQ
CTRX,NASDAQ
CHKP,NASDAQ
CSCO,NASDAQ
CTXS,NASDAQ
CTSH,NASDAQ
CMCSA,NASDAQ
CMCSK,NASDAQ
DTV,NASDAQ
DLTR,NASDAQ
EBAY,NASDAQ
EA,NASDAQ
ESRX,NASDAQ
FB,NASDAQ
FAST,NASDAQ
FISV,NASDAQ
GRMN,NASDAQ
GILD,NASDAQ
GOOG,NASDAQ
GOOGL,NASDAQ
HSIC,NASDAQ
INTC,NASDAQ
LRCX,NASDAQ
LBTYA,NASDAQ
LBTYK,NASDAQ
LVNTA,NASDAQ
MSFT,NASDAQ
NFLX,NASDAQ
NVDA,NASDAQ
ORLY,NASDAQ
PAYX,NASDAQ
QCOM,NASDAQ
REGN,NASDAQ
ROST,NASDAQ
SNDK,NASDAQ
TSLA,NASDAQ
TXN,NASDAQ
PCLN,NASDAQ
TSCO,NASDAQ
TRIP,NASDAQ
FOX,NASDAQ
VOD,NASDAQ
XLNX,NASDAQ
YHOO,NASDAQ
